id,Category,_Term,Description
871,Exicon,Belching,"Pax lays flat on then ground in a line, Q says go. Everyone hops up similar to recovering from a burpee, and sprints 5 - 10 steps, then dives down flat on the ground remaining in line. Essentially, you're advancing the field without the enemy fire being able to smoke you. Go hard, go quick. After getting to your resting place, complete upper, and core routines, then do a different upper, core routine, then belch back to the starting point, mission accomplished. Best on grassy fields in the gloom with some morning dew, some dives have slides, one must reverse low crawl to get back to the line or forward low crawl to advance to the line."
872,Exicon,Bent Jacob,Any deviation from a straight #JacobsLadder.
873,Exicon,Berkins,"Doing merkins using bricks, best when including squats and jumpups."
874,Exicon,Bernie Sanders,Find the tallest hill you can and traverse it from bottom to top while running backwards. You'll find the quads you never had and all the while feeling the BERN. Repeat as necessary.
875,Exicon,Between the hedges,A merkin performed between a coupon and a curb.
876,Exicon,Bibliotheca Boogie,ct. Exercise Left Lunge Recover Right Lunge Recover Squat Down Recover
877,Exicon,Bibliotheca Burpee,24ct. Exercise  Squat Down Hands to Ground Shoot Feet out into plank position  Lower chest to ground Push chest away from ground Bring feet back underneath hips Stand up Left lunge Recover  Squat Down Hands to Ground Shoot Feet out into plank position  Lower chest to ground Push chest away from ground Bring feet back underneath hips Stand up Right lunge Recover Squat Down Hands to Ground Shoot Feet out into plank position  Lower chest to ground Push chest away from ground Bring feet back underneath hips Stand up Squat down Recover
878,Exicon,Big Bang,"PAX form small circle, everyone in a plank, shoulder-to-shoulder. Place headlamp in the center. Q calls out a number and exercise. For example, ""10 burpees,"" means PAX stand up in an explosion of energy, run directly away from center of circle 10 yards/paces and do 10 burpees, then run back to the center and plank for the 6. Each PAX must find their own route away from the center of circle. Obstacles--ditches, trees, pits--are encouraged, but next round can't start until all PAX accounted for. Generally performed in increasing counts (10 paces/reps, 20 paces/reps, 30 paces/reps, 40 paces/reps, 50 paces/reps) representing the ever-expanding universe."
879,Exicon,"Big Boy Sit-up-Ups (aka, Bissyous)",Big Boy Sit-up-Ups = standard Big Boy Sit-ups + stand all the way up when you get to the top of each sit up position... helps to have a Partner holding your feet. Recommended Partner holding feet keep head down chin to chest - avoid strange encounters to the face during exercise!
880,Exicon,Big Diesel,Block exercise where you Murder Bunny forward immediately followed by a block shoulder press and finished with a block burpee. Completed over a pre-determined distance.
881,Exicon,Big O,"Sit on the very edge of a skate bowl or any ledge with your legs hanging over the abyss, feet together. Make big O's with your feet, bringing them down into the bowl on the downswing. Hands out to the side or gripping ledge."
882,Exicon,Bill Murray,"Same as Sheldon Cooper, but instead of decreasing reps after each run, you do 10 merkins, 10 squats, 10 BBSU, and 10 burpees each time. After the 3rd or 4th round, one of the PAX said he felt like he was in 'Groundhog Day.' That is what led us to Bill Murray for the name."
883,Exicon,Billy Madison,"Inspired by Billy Madison's journey through back through school, this routine involves a running loop and exercise per grade.  For best effects, perform routine on school grounds. Begin with a loop (ideally single-file line leader style) to simulate the grade, followed by an exercise with 12 reps as the exam.  This concludes 1st grade.  Run the loop again, followed by the 1st grade exercise x 12 reps plus a new exercise x 12 reps.  This concludes 2nd grade. Continue with the loop and adding an exercise each time until you've completed one loop and exercise combo for each of the 12 grades.  Great for mumble chatter and telling of high school victories.  Celebrate graduation with snack packs for all!"
884,Exicon,Billy Run,"An AYG run performed during the last few hundred yards of what ought to be fellowship pace back to the parking lot at the end of a workout, initiated by one of the PAX when the spirit leads."
885,Exicon,Birthbees,"An exercise in salute to our mothers who went into double-time pain that we might have breath. The exercise consists of 8 movements to equal one completion of a birthbee. Thus, 2 Dollys + 2 Big Boy Sit-Ups (here’s to cramping) + 2 “nursing” nipple scrappers (cause you need to give attention to both sides) + 1 burpee jump up + 1 squat = 1. Completed in rounds of ten with a determined distance to run between reps: ex. at a hill where 10 are completed at bottom and then 10 at top until one’s age is reached in reps. Born at Hoffa Hill on 12/3/20 with F3 Wheaton @ AO Mastodon."
886,Exicon,Bizarro,"Bizzaro is Superman's Doppelganger (aka the ""negative Superman""), from DC comics. The exercise involves pulsing in and out of the Superman position over the lip of a skate bowl/pool (picnic table, ledge, whatever) so that the legs actually go negative."
887,Exicon,Black Jack,"Start on the sideline of a football field. Perform 1 Merkin - run to other sideline - perform 20 LBCs. Run back and do 2 Merkins. Run back for 19 LBCs. Repeat until you do 20 Merkins and 1 LBC, running between the sidelines. Always adds up to 21 - BLACK JACK!"
888,Exicon,Black Snake,"Take an Indian Run, but the last guy has to weave his way through the Pax to the front of the line."
889,Exicon,Blades of Steel,"Start in plank position with hands directly under shoulders, keeping arms as straight as possible. Slowly perform merkin with only your shoulders doing the movement, no bend in your elbows. At your lowest position your shoulder blades are close together, with elbows and back still straight. Slowly raise your body with only your shoulder blades pushing away from your spine. Your shoulder blades will be slightly rounded at top once complete. Suggested to move slow."
890,Exicon,Blart,"Similar to an Al Gore, Pax are in Air Chair position and grab the handlebars of their Segway. Pax bend at the knees - left, forward, right, back is 1 count (Kodiak style)"
892,Exicon,Blimps,"5 burpees, 10 lunge each leg, 15 imperial walker, 20 merkins, 25 plank jacks, 30 squats. Rinse and repeat as needed. Can be done to cross a field or lot."
893,Exicon,Block a Dock,Where applicable with a loading dock. Place Cinder block at your feet close to the dock. Pickup the block set it on the dock and put it back down.
894,Exicon,Block Burners,Best done with 12x12 Deck Blocks. Push deck block across a parking lot for about 40 yards. Do 11 Big boys with block. Push block back to start and do 1 Incline Merkin on the block. Repeat but drop 1 big boy each trip and add 1 merkin until you hit 13.
895,Exicon,Block Webbs,A Jack Webb using a concrete block incline merkin & a block press instead of an air press.
896,Exicon,Blockee,Burpees with cinder blocks. With your cinder block drop down and do a Merkin on the cinder block. Return to the standing position and press the cinder block above your head to complete one rep.
897,Exicon,"Blockee Balboa 1,2,3","The fearless and determined cousin of Lazy Dora 1,2,3. This variant includes coupons and jump ropes.  Partners will complete 100 Blockees, 200 American Hammers (with coupon), and 300 squats (with coupon) as a team. Partner 1 will start by completing 10 blockees while P2 is jumping rope, Flapjack every 10 reps till 100 are completed. Partners will then complete 200 American Hammers. One partner will do the reps while the other partner is jumping rope, switching at every 20 reps. Finally partners will complete 300 weighted squats.  One partner is doing the reps and the other partner is jumping rope, switching at every 30 weighted squats. This was originally Q'ed by Tech Deck to commemorate his 100th post in F3 Gold Rush!"
898,Exicon,Blocko,Blockee without the overhead press. Finishing position is coupon racked at chest level.
899,Exicon,Blockorama,"A #Routine done with concrete blocks.  Invented by some ancient Greek probably, but popularized @TangoDelta, who is kinda sorta a modern-day Greek."
900,Exicon,Blocktanamo,"PAX, in a circle, hold standard 8x8x16 concrete blocks straight out in front of them while one PAX sets down his block to run inside the circle pressing down on the others blocks. The next PAX sets his block down as soon as the guy next to him is on the move. Ends when the final PAX completes his lap. Works both clockwise and counterclockwise. A modified version of a PAX favorite, Guantanamo."
901,Exicon,Bloody Mary,"Begin in a situp (WWII) position with Cindy on your chest.  Sit up with the block, perform an overhead press, bring the block back down, and lay back down for one rep.  Can be done in usual 4-count cadence.  So named for the condition of your tailbone after many reps..."
902,Exicon,Blue Falcon,Pax is divided into two teams teams have 30 sec to come up with a plan then each team has 3 min (how ever log Q decided) to do their own workout at the end of the workout you trade workouts and the other team has 3 min to complete the other teams workout. This can be done single or multiple rounds at the end of each round loser has a punishment (20 burpees) or something like that if both teams complete the excersies it can be a tie. Or since this is America first one to complete others workout plan wins.
903,Exicon,Boat / Canoe,The Boat position would be while on six with legs pulled up to chest and arms beside body. Canoe is when legs and back are straightened while keeping both off the ground. Q calls out Boat or Canoe.
904,Exicon,Bob The Builder,"relay race between teams of 3 pax.  Each pax has two coupons that he must run individually 100 yds and drop.  Then runs back and tags next guy.  Race continues until all coupons ate placed 100 yds away.  But the Bobs wife realizes she doesnt want to build there, so now you have to run and bring each coupon back individually, race continues until all coupons are back."
905,Exicon,Bobby Hurley,"When one does a squat and slaps the ground with both hands like a Duke basketball player, then jumps up and raising arms as if taking a jump shot."
906,Exicon,Bodies Hit the Floor,"This is done to the song Bodies by Drowning Pool (3:21). Start in plank position. When the song says ""Let The Bodies Hit The Floor"" do a Donkey Kick (26 Total). When the song counts (1, 2, 3, 4) do a Merkin (21 Total). Always plank when not doing Donkey Kicks or Merkins and never let your Bodies Hit The Floor."
907,Exicon,Body Bag Builders,"This is a 10-count exercise. Perform 8-ct Body Builder but *insert 2-ct (right knee/left knee) Mountain Climber* after 2-ct Plank Jack but before 2-ct Merkin portion...'voila'...""8-ct Body Builder"" but worse; hence, the body bag reference."
